,num_acc_min,num_acc_fr_min,prom_sobrepaso_acc,prom_sobrepaso_fren,prom_abs_acc,std_acc,num_jerk_acc_min,num_jerk_freno_min,prom_sobrepaso_jerk_acc,prom_sobrepaso_jerk_freno,prom_abs_jerk,std_jerk,std_pot,prom_abs_pot,consumption,kms,consumption_per_km,num_current_min,num_current_fr_min,prom_sobrepaso_current,prom_sobrepaso_current_fr,prom_abs_current,std_current,std_current_std_jerk,highway,slope,max_current,max_jerk,max_acc,max_pot,max_speed,mean_speed,std_speed,iqr_pot,mean_soc
22,0.0,0.0,1.0,1.0,0.32368421052631585,0.419088841492722,0.0,0.0,1.0,1.0,0.38555555555555554,0.4926822530486924,12.154848315296537,9.574894736842106,0.09999999999999432,1.3058659760900002,0.07657753692259635,0.0,0.0,1.0,1.0,12.056315789473684,16.132294703791285,7.948095301509378,primary,0.12580606842105263,49.46,1.04,0.79,29.838,68.0,37.578947368421055,20.85216692569566,15.085500000000001,87.42105263157895
23,0.0,0.0,1.0,1.0,0.2364285714285714,0.3166155526237859,0.0,0.0,1.0,1.0,0.36615384615384616,0.4217279192439391,15.036341949742692,13.924928571428572,0.20000000000000284,1.3826789999999998,0.14464673290040775,0.0,0.0,1.0,1.0,17.09714285714286,18.190391834758284,7.671396098704551,primary,0.3521572857142857,44.45,0.7,0.71,33.143,70.0,57.57142857142857,8.317861094464922,26.926,86.85714285714286
24,0.3333333333333333,0.3333333333333333,1.12,1.19,0.31764705882352945,0.47622579041900664,0.0,0.0,1.0,1.0,0.41875,0.5660816526791873,15.118502882161444,13.973941176470587,0.20000000000000284,1.40056293496,0.1427997236023634,0.0,0.0,1.0,1.0,11.71764705882353,16.255005574541453,9.201660419945828,primary,0.5277826529411764,42.83,1.19,1.12,32.893,69.0,45.588235294117645,23.887912276738973,25.216,85.0
25,0.35714285714285715,0.35714285714285715,1.23,1.76,0.414,0.5677934835836002,0.35714285714285715,0.35714285714285715,1.1866666666666668,1.42,0.6920833333333333,0.8713494284091136,10.999095922847479,8.637880000000001,0.0,1.45770847246,0.0,0.0,0.0,1.0,1.0,14.8616,19.03299192875361,16.58438663803473,primary,-0.80024096,42.54,1.78,1.23,24.375,49.0,37.52,13.506541624955911,14.185,84.44
26,0.0,0.0,1.0,1.0,0.3,0.4342810150121693,0.0,0.0,1.0,1.0,0.3771428571428571,0.6199177035572331,23.744201829078186,16.8225,0.10000000000000142,1.5219580000000004,0.06570483548166335,0.0,0.0,1.0,1.0,19.576249999999998,23.97344725811246,14.861564370599522,primary,-0.487212875,46.3,0.32999999999999996,1.0,71.565,63.0,47.875,9.523467255754522,16.181250000000002,84.0
27,0.0,0.0,1.0,1.0,0.30437499999999995,0.4150710594283827,0.0,0.0,1.0,1.0,0.45933333333333337,0.5496398821046377,21.52467353837437,14.9926875,0.10000000000000142,1.3302585000000002,0.07517335916290059,0.0,0.0,1.0,1.0,21.41125,29.079881039130818,15.983462385964751,primary,-0.3245632625,67.36,0.99,0.93,61.09,72.0,51.0,10.073066398404542,17.909,83.0
28,0.0,0.0,1.0,1.0,0.2835,0.4293864809236546,0.39215686274509803,0.0,1.1466666666666667,1.0,0.3052631578947368,0.47342507531715955,14.114433762198894,19.860650000000003,0.9000000000000021,1.3799264999999996,0.6522086502433299,0.0,0.0,1.0,1.0,47.2425,23.434886659636312,11.094662981887419,primary,8.169375,88.17,1.72,0.51,36.618,54.0,27.95,9.939157011802518,16.95025,78.1
29,0.0,0.9230769230769231,1.0,1.03,0.575,0.6459264664031038,0.9230769230769231,1.8461538461538463,1.02,1.1033333333333333,1.0666666666666664,1.2247912394554892,33.64181542901631,26.1532,0.5999999999999979,1.3502107,0.4443750890138834,2.769230769230769,0.0,1.1640289855072463,1.0,91.74399999999999,57.282574523147964,70.15919544940782,primary,2.412389,179.28,1.88,0.85,71.428,95.0,66.3,13.630439790736354,37.797,72.7
30,0.0,0.0,1.0,1.0,0.42300000000000004,0.5061827733141459,0.0,0.0,1.0,1.0,0.6155555555555555,0.7030533056726808,37.99862435931069,48.00299999999999,0.6999999999999993,1.4478689000000002,0.48346918702376934,1.0714285714285714,0.0,1.4584347826086956,1.0,89.485,66.00355918433489,46.40402047070907,primary,4.406633000000001,183.47,1.17,0.81,73.475,105.0,81.5,16.787892462525882,73.738,70.9
31,1.0344827586206897,0.0,1.01,1.0,0.5439999999999999,0.7177715514005831,0.0,0.0,1.0,1.0,0.8177777777777777,0.875291838456829,43.75023159310131,43.2831,0.6999999999999993,1.3245940999999999,0.528463776186229,3.103448275862069,0.0,1.4008695652173913,1.0,89.8,70.8732951117697,62.0348167758743,primary,4.041393,182.32,1.3399999999999999,1.01,71.704,92.0,75.1,11.512794814659228,91.10025,68.9
32,0.6666666666666666,0.6666666666666666,1.36,1.4,0.52875,0.6432619509189083,0.0,0.0,1.0,1.0,0.6900000000000001,0.8013338879643117,20.77967172465376,13.505625,0.3000000000000007,1.3130078,0.22848302957530084,0.6666666666666666,0.0,1.2385217391304348,1.0,38.9175,47.05383253519314,37.70583056904794,primary,1.5053183749999999,142.43,0.97,1.36,71.807,89.0,46.625,16.684823443277228,19.002,67.0
33,0.9375,0.0,1.03,1.0,0.31416666666666665,0.39423889401675677,0.0,0.0,1.0,1.0,0.5100000000000001,0.6107792069720626,17.024651283751254,16.22233333333333,-0.1999999999999993,1.3147525,-0.15211988568190538,0.0,0.0,1.0,1.0,18.398333333333337,24.583981573374153,15.015384769601264,primary,-3.412193333333333,52.5,1.24,1.03,24.911,68.0,55.5,8.702141847112856,17.3465,67.0
34,1.1320754716981132,0.0,1.59,1.0,0.397,0.5950000000000001,0.0,1.1320754716981132,1.0,1.1533333333333333,0.708888888888889,0.9485075996884088,30.80037959912183,23.5917,-0.10000000000000142,1.3671198000000002,-0.07314647918931567,0.0,0.0,1.0,1.0,33.395,39.32982416690926,37.304637116722276,primary,-2.4056509999999998,33.1,1.9100000000000001,1.59,74.65,93.0,72.4,12.598059815348993,24.509500000000003,67.1
35,0.0,0.0,1.0,1.0,0.3341666666666667,0.4628257111363725,0.0,0.0,1.0,1.0,0.44636363636363635,0.6567601421352552,22.219268493559564,18.763833333333334,-0.1999999999999993,1.3355854000000003,-0.14974706971190255,0.0,0.0,1.0,1.0,22.385,30.925235066024783,20.310461777528616,primary,-4.224046666666666,86.95,0.99,0.99,31.132,95.0,70.08333333333333,11.155580204407556,25.42125,68.0
36,0.0,0.4580152671755725,1.0,1.12,0.2952173913043479,0.42467823914734915,0.0,0.0,1.0,1.0,0.42909090909090913,0.5414977698114221,10.910596478473026,7.649217391304347,0.09999999999999787,1.38857169332,0.0720164471745087,0.0,0.0,1.0,1.0,14.476956521739126,22.68604096841086,12.284440590245035,primary,-0.41274426086956517,83.07,0.73,0.73,31.592,67.0,33.130434782608695,20.807132404377125,11.2405,70.91304347826087
37,0.0,0.410958904109589,1.0,1.09,0.3245454545454545,0.42480136340071634,0.0,0.0,1.0,1.0,0.45142857142857146,0.5669855045398221,8.304704322633265,6.501227272727274,0.10000000000000142,1.31516454,0.07603611332160873,0.0,0.0,1.0,1.0,14.034090909090907,18.583817168095205,10.536754953328268,primary,-0.0933594554545454,48.8,1.29,0.62,17.157,54.0,32.59090909090909,17.26725249302878,9.528500000000001,70.04545454545455
38,0.0,0.9836065573770492,1.0,1.19,0.389,0.5000049999750003,0.0,0.0,1.0,1.0,0.5800000000000001,0.6719751612105545,18.030569085860822,14.015999999999996,0.1999999999999993,1.3582636000000001,0.14724682307616818,0.9836065573770492,0.0,1.2130434782608697,1.0,40.58200000000001,53.084528970312995,35.67148491261242,trunk,0.08975587999999998,139.5,1.01,0.8,17.985,101.0,69.2,16.90364852134986,25.358,69.0
39,0.0,0.0,1.0,1.0,0.18,0.19919673401683874,0.0,0.0,1.0,1.0,0.23600000000000004,0.30835044997534866,13.719909411671159,11.447000000000001,0.1999999999999993,1.3905987999999998,0.1438229344078244,0.0,0.0,1.0,1.0,18.83909090909091,15.551742587911527,4.7953868248833125,trunk,0.49612631818181824,47.58,0.49,0.33,29.52,68.0,59.27272727272727,4.859854094330592,19.387999999999998,69.0
40,0.0,0.0,1.0,1.0,0.22692307692307695,0.2159552879429734,0.0,0.0,1.0,1.0,0.24666666666666667,0.36286667279074036,7.353432833573026,5.483076923076923,0.10000000000000142,1.3191453999999996,0.07580665482364678,0.0,0.0,1.0,1.0,14.182307692307692,20.29675267698676,7.3650151123547385,trunk,0.5273173230769231,64.25,0.88,0.45,16.967,66.0,54.61538461538461,7.555775512132661,10.182,68.0
41,0.0,0.0,1.0,1.0,0.2046153846153846,0.25663964098604053,0.0,0.0,1.0,1.0,0.3858333333333333,0.4649753577699934,14.249023634359808,13.679076923076924,0.09999999999999787,1.3302502,0.07517382820164047,0.0,0.0,1.0,1.0,16.71,21.432501393358905,9.96558500328294,trunk,0.08413576923076921,66.4,0.76,0.34,31.01,64.0,50.92307692307692,8.381144894558842,24.881999999999998,68.0
43,0.0,0.0,1.0,1.0,0.17882352941176471,0.25841277567054954,0.0,0.0,1.0,1.0,0.21875,0.28880140235116586,14.45021105052948,12.14994117647059,0.3000000000000007,1.32688007539,0.22609428354843894,0.0,0.0,1.0,1.0,11.239411764705881,15.46354556764041,4.465893645255705,secondary,-0.7393795294117647,39.46,0.62,0.77,30.361,58.0,43.05882352941177,8.173666467957435,18.784,57.0
44,0.04850444624090541,0.09700889248181083,1.2,1.165,0.19846153846153844,0.3934954367932624,0.04850444624090541,0.04850444624090541,1.58,1.1733333333333333,0.3452631578947368,0.649034228190533,10.28921103818447,5.0334615384615375,0.3000000000000007,1.306125820712,0.2296869070672408,0.04850444624090541,0.0,1.4208695652173913,1.0,16.672820512820515,38.611389536927916,25.060113407464033,residential,1.0187619743589744,163.4,2.37,1.2,32.444,55.0,10.897435897435898,17.90588681763754,0.355,53.30769230769231
45,0.0,0.0,1.0,1.0,0.31900000000000006,0.3532548655008166,0.0,0.0,1.0,1.0,0.4744444444444444,0.554752753291005,19.620931588739616,17.4047,0.0,1.3247861999999997,0.0,0.0,0.0,1.0,1.0,30.125999999999998,33.851531664017806,18.779230393731517,trunk,-0.21178349999999999,61.25,0.78,0.46,31.88300000000001,91.0,71.4,9.879271228182775,38.924499999999995,52.0
46,0.0,0.40816326530612246,1.0,1.07,0.3595238095238095,0.481257329066317,0.0,0.0,1.0,1.0,0.45600000000000007,0.5905294234837075,7.076335405809295,8.623952380952382,-0.30000000000000426,1.3119970751199999,-0.2286590463416736,0.0,0.0,1.0,1.0,20.43714285714286,16.26229096661947,9.6033613090421,tertiary,-4.723974666666667,14.15,1.09,0.84,9.312,59.0,31.571428571428573,18.691097957507548,9.796000000000001,90.85714285714286
47,0.0,0.0,1.0,1.0,0.20232142857142857,0.3040617363970948,0.0,0.0,1.0,1.0,0.29236363636363644,0.4122799337848653,4.552922233134384,2.7738214285714284,0.10000000000000142,1.3168212568600008,0.07594045089950505,0.0,0.0,1.0,1.0,5.129107142857143,9.017703532991566,3.7178182154733093,primary,0.16775491428571437,34.23,0.9299999999999999,0.78,14.079,52.0,11.785714285714286,15.030531697743866,0.8394999999999999,88.0
48,0.0,0.0,1.0,1.0,0.3365,0.4109777974538284,0.0,0.0,1.0,1.0,0.4068421052631579,0.4879841512343979,10.12134135428699,7.645299999999999,0.20000000000000284,1.5464230000000003,0.12933071999058654,0.0,0.0,1.0,1.0,14.126499999999998,17.1712516943291,8.379298683689404,primary,0.69467285,40.95,0.82,0.94,25.298,52.0,33.3,14.418920318730343,11.05875,85.7
49,0.0,0.0,1.0,1.0,0.25363636363636366,0.29464364244466207,0.0,0.0,1.0,1.0,0.36299999999999993,0.43897722036570413,12.016186583793084,9.19009090909091,0.10000000000000142,1.3857377,0.07216372910977412,0.0,0.0,1.0,1.0,15.87090909090909,15.816494319601402,6.943080712348572,primary,-0.3572249454545455,44.02,0.81,0.77,29.295,63.0,48.72727272727273,7.887850265958516,16.4745,84.9090909090909
51,0.0,0.7317073170731707,1.0,1.08,0.42916666666666664,0.5284798692686622,0.0,0.0,1.0,1.0,0.48636363636363633,0.5899166491060936,21.913734539603745,30.571500000000004,0.5999999999999979,1.3904725000000002,0.43150799458457306,0.0,0.0,1.0,1.0,61.00416666666666,43.300212943728376,25.543516525344547,primary,3.543009166666667,111.35,1.35,0.7,55.273,69.0,51.166666666666664,14.031350180178238,29.389999999999997,74.08333333333333
53,0.0,0.0,1.0,1.0,0.26,0.3448642645255457,0.0,0.0,1.0,1.0,0.49333333333333335,0.5359804100897718,21.766097286849377,26.205846153846153,0.5,1.3635677000000002,0.36668513048527035,0.0,0.0,1.0,1.0,51.13307692307693,39.585492590956086,21.217048552506267,primary,4.150937692307693,109.1,0.8200000000000001,0.56,45.301,64.0,54.30769230769231,8.25009712452542,32.854,70.3076923076923
54,0.0,0.0,1.0,1.0,0.19499999999999998,0.25663398060272535,0.0,0.0,1.0,1.0,0.3655555555555556,0.4427188724235731,13.415078663951247,14.433000000000002,-0.29999999999999716,1.367325022656,-0.21940650176740967,0.0,0.0,1.0,1.0,28.098000000000003,32.060291701729724,14.19369619176062,primary,-2.8305791,49.77,0.6499999999999999,0.59,13.684,57.0,50.4,4.971027168615266,3.378,89.9
55,0.0,0.0,1.0,1.0,0.16714285714285712,0.2140570208221756,0.0,0.0,1.0,1.0,0.2269230769230769,0.2779702423305448,7.659000475630896,7.944285714285714,-0.10000000000000142,1.3263638,-0.07539409625021538,0.0,0.0,1.0,1.0,16.270714285714284,13.535008971446707,3.762329723739139,primary,-2.237875,1.45,0.37,0.5,8.072000000000001,62.0,52.42857142857143,5.124815729734706,14.260750000000002,91.0
56,0.0,0.0,1.0,1.0,0.10777777777777778,0.13165611772087665,0.0,0.0,1.0,1.0,0.15875,0.17652460876603016,7.579721471152282,8.468222222222222,-0.29999999999999716,1.4949066,-0.2006814338768704,0.0,0.0,1.0,1.0,16.901111111111113,10.682551135633853,1.885733159840877,primary,-4.106202222222222,-3.92,0.2,0.17,2.134,61.0,54.77777777777778,8.743251365736002,14.21,91.33333333333333
57,0.0,0.0,1.0,1.0,0.22277777777777777,0.2971993760689993,0.0,0.0,1.0,1.0,0.4223529411764706,0.4987277932547031,11.975736933431923,11.335333333333335,-0.29999999999999716,1.3654155,-0.21971334000529302,0.0,0.0,1.0,1.0,17.52611111111111,19.502699472852342,9.72653827060531,primary,-3.8947683333333334,18.9,0.65,0.65,8.73,49.0,38.22222222222222,5.589439154813252,19.236,92.27777777777777
58,0.0,0.0,1.0,1.0,0.24375000000000002,0.35352368103927,0.0,0.0,1.0,1.0,0.3660869565217392,0.5076879651353666,8.658604061275152,6.7417083333333325,0.09999999999999432,1.32313620469,0.07557800901035998,0.0,0.0,1.0,1.0,7.937916666666667,10.923542737477616,5.545751184459223,primary,0.11753583333333334,27.52,0.85,0.94,17.733,42.0,26.875,14.976249312770566,12.24325,96.54166666666667
59,0.0,0.0,1.0,1.0,0.1890909090909091,0.2539603665310693,0.0,0.0,1.0,1.0,0.28300000000000003,0.3701904915040364,12.229512472797682,10.870545454545455,0.20000000000000284,1.33376628711,0.14995130851100016,0.0,0.0,1.0,1.0,14.465454545454547,16.43991388648497,6.0858998019219035,trunk,0.24506972727272724,41.73,0.8,0.51,23.774,65.0,46.81818181818182,11.99014747047076,17.532,95.0
60,0.0,0.0,1.0,1.0,0.1507692307692308,0.17486427534776625,0.0,0.0,1.0,1.0,0.18833333333333332,0.2201072970671854,11.082938707334465,10.716769230769229,0.20000000000000284,1.3537241,0.14774059204530882,0.0,0.0,1.0,1.0,17.072307692307692,15.008251655388754,3.3034257055717298,trunk,0.49391890769230773,36.52,0.25,0.27,17.968,69.0,56.23076923076923,10.32112595726072,21.144,94.07692307692308
61,0.0,0.0,1.0,1.0,0.15600000000000003,0.1492589100262434,0.0,0.0,1.0,1.0,0.17857142857142858,0.22715633383201092,6.532716404886,5.814466666666667,0.19999999999999574,1.4657205999999998,0.13645165388273575,0.0,0.0,1.0,1.0,6.435333333333334,8.489277524553481,1.9283931593600578,trunk,0.50971848,23.38,0.33999999999999997,0.14,8.555,67.0,42.06666666666667,12.549710677750229,11.322000000000001,94.0
62,0.0,0.0,1.0,1.0,0.27297297297297296,0.36954930796219826,0.0,0.0,1.0,1.0,0.3861111111111111,0.49249929497975486,4.694100129089047,3.4032162162162165,0.20000000000000284,1.30815534082,0.15288704159143324,0.0,0.0,1.0,1.0,6.311891891891892,8.625529674296075,4.248067283417772,trunk,0.5415387837837837,17.9,1.22,0.68,12.625,44.0,16.2972972972973,10.77771586001223,4.837,93.10810810810811
63,0.0,0.0,1.0,1.0,0.13844827586206895,0.19077046675762038,0.0,0.0,1.0,1.0,0.23473684210526316,0.2994189509999546,2.2541625336258204,1.725810344827586,0.20000000000000284,1.36035706972,0.14702022318387958,0.0,0.0,1.0,1.0,3.471206896551724,3.7141514130931292,1.1120873199633436,trunk,0.2481996103448276,14.95,0.6200000000000001,0.51,7.71,24.0,9.862068965517242,6.140027646837776,2.257,92.0
64,0.0,0.0,1.0,1.0,0.1725,0.19810035335657533,0.0,0.0,1.0,1.0,0.1757142857142857,0.2260124612782694,10.4245783180604,10.235375,0.10000000000000142,1.3065061000000002,0.07654001768533757,0.0,0.0,1.0,1.0,12.91125,15.121351987752286,3.4176139806069457,trunk,-0.6262370125000001,35.63,0.5,0.24,15.072,73.0,64.625,6.045954964153424,15.183000000000002,90.875
65,0.0,0.0,1.0,1.0,0.2545454545454545,0.23337268459988064,0.0,0.0,1.0,1.0,0.196,0.2472731283419207,10.865229968319253,9.237363636363638,-0.10000000000000142,1.3018482,-0.07681387123322167,0.0,0.0,1.0,1.0,10.943636363636363,12.973138300171316,3.207908491895749,trunk,-0.3239444636363636,15.0,0.36999999999999994,0.03,19.396,71.0,51.81818181818182,20.16838209583596,17.962,90.54545454545455
66,0.0,0.0,1.0,1.0,0.14727272727272728,0.18006885735304076,0.0,0.0,1.0,1.0,0.17500000000000002,0.22213734490175216,10.739882014526533,11.477545454545456,0.20000000000000284,1.3659022,0.14642336764667546,0.0,0.0,1.0,1.0,27.779999999999998,24.936577104445398,5.539345028919324,primary,0.43701718181818183,53.4,0.45999999999999996,0.25,21.95300000000001,59.0,52.63636363636363,5.220588611885201,10.888499999999999,88.0
67,0.0,0.33707865168539325,1.0,1.34,0.2784,0.4098300135422002,0.33707865168539325,0.0,1.2466666666666668,1.0,0.33958333333333335,0.5367881267833292,4.8164339847650774,3.6260399999999997,0.19999999999999574,1.30815102892,0.15288754553448947,0.0,0.0,1.0,1.0,10.4288,12.910962634908367,6.930451447762019,primary,0.097064868,32.25,1.87,0.7,9.132,51.0,26.88,19.88366163461851,5.907,87.32
68,0.0,0.11194029850746269,1.0,1.07,0.14816666666666664,0.2563298114192382,0.0,0.0,1.0,1.0,0.19813559322033902,0.2825084623738573,4.6979223375871175,2.4372,0.29999999999999716,1.3248359387489999,0.2264431324857307,0.0,0.0,1.0,1.0,5.826333333333334,10.462180190253525,2.955654438626753,primary,0.4914320999999999,36.48,0.89,0.89,24.31900000000001,56.0,10.383333333333333,17.575109196725812,0.9027499999999999,86.05
69,0.0,0.0,1.0,1.0,0.37375,0.5654865161964517,0.0,0.0,1.0,1.0,0.372,0.6721375520597618,7.913942948998306,6.14375,0.20000000000000284,1.34220056,0.14900902738410632,0.0,0.0,1.0,1.0,16.36125,19.962833239234858,13.417769865596561,primary,0.9838675625,32.5,0.61,0.5,17.766,53.0,29.75,18.897971672466156,9.151499999999999,85.125
70,0.0,0.41379310344827586,1.0,1.08,0.30523809523809525,0.42608378552844445,0.0,0.0,1.0,1.0,0.4274999999999999,0.5042268834562472,5.80973446339395,5.136952380952382,0.0,1.30484187,0.0,0.0,0.0,1.0,1.0,10.081904761904763,14.339153572302235,7.2301867171624705,primary,-0.8477808571428572,31.7,0.83,0.85,7.739,48.0,34.095238095238095,14.59419323534111,9.42,85.0
71,0.0,0.0,1.0,1.0,0.2802777777777778,0.3748047845788657,0.0,0.0,1.0,1.0,0.28200000000000003,0.38044613982286957,6.005204272476221,4.079527777777778,0.10000000000000142,1.3250309880299997,0.07546993308335921,0.0,0.0,1.0,1.0,8.002777777777778,11.026525971492562,4.1949992415109625,primary,-0.38537072777777776,26.18,0.97,0.6,18.711,43.0,16.916666666666668,15.34810365205701,3.2982500000000003,84.58333333333333
72,0.0,0.31413612565445026,1.0,1.07,0.20750000000000002,0.291231818698133,0.31413612565445026,0.0,1.06,1.0,0.2973913043478261,0.4549903923038891,4.46944620606277,3.1300833333333338,0.0,1.3273291699999998,0.0,0.0,0.0,1.0,1.0,7.495416666666666,11.458316477260329,5.2134239091307935,primary,-0.41258092500000004,18.82,1.59,0.52,6.8889999999999985,59.0,26.791666666666668,21.11866919116347,2.912,84.0
73,0.0,0.0,1.0,1.0,0.15545454545454548,0.2014533967804469,0.0,0.0,1.0,1.0,0.28600000000000003,0.36812497877758854,8.449787558579445,22.732181818181818,0.7000000000000028,1.4813187000000003,0.4725519228239019,0.0,0.0,1.0,1.0,54.45272727272727,15.98638630546122,5.884988119428244,primary,4.663653636363636,85.05,0.6900000000000001,0.56,42.75,62.0,48.0,10.256705123966467,8.248999999999999,73.27272727272727
74,0.0,0.0,1.0,1.0,0.19099999999999998,0.2508007177023224,0.0,0.0,1.0,1.0,0.2588888888888889,0.33264744247875155,9.204109562581271,16.6364,0.5,1.4178825,0.3526385296383868,0.0,0.0,1.0,1.0,50.848,21.694246610564747,7.216535651507687,primary,4.334344,80.88,0.4,0.39,34.236999999999995,61.0,51.3,7.732327520797919,13.9065,71.4
75,0.0,0.0,1.0,1.0,0.24333333333333332,0.3260453274554867,0.0,0.0,1.0,1.0,0.44909090909090915,0.5440770485057643,15.787816220770791,22.627749999999995,0.6999999999999993,1.4523626,0.4819733033610197,0.0,0.0,1.0,1.0,59.030833333333334,23.23796574752905,12.643243817193653,primary,4.287543333333333,83.13,1.05,0.54,46.639,62.0,52.25,6.107000454024426,21.19775,69.83333333333333
76,0.0,0.0,1.0,1.0,0.23923076923076925,0.31524199401872116,0.0,0.0,1.0,1.0,0.32,0.4627424289554131,22.588037986048537,16.087692307692308,0.1999999999999993,1.3190347999999998,0.15162602230054834,0.0,0.0,1.0,1.0,38.18,41.97064612434117,19.42159873240573,primary,1.0241592307692309,105.11,0.65,0.46,61.593,71.0,47.0,9.082951062292475,18.302,68.23076923076923
77,0.0,0.0,1.0,1.0,0.229375,0.2794127491275228,0.0,0.0,1.0,1.0,0.45266666666666666,0.5155639846054243,9.694337483003931,8.343,-0.1999999999999993,1.3276698000000002,-0.15063986542436927,0.0,0.0,1.0,1.0,20.540625,19.742473001991797,10.178508046871904,primary,-3.0908805000000004,12.05,0.73,0.6,9.828,61.0,50.875,6.869012544269615,12.931,68.0625
78,0.0,0.0,1.0,1.0,0.18285714285714286,0.2237892594676099,0.0,0.0,1.0,1.0,0.2253846153846154,0.24654056161352042,5.832272825513608,10.161642857142857,-0.1999999999999993,1.3776904999999997,-0.145170486404602,0.0,0.0,1.0,1.0,24.259285714285713,17.63020612066526,4.346560918350939,primary,-5.059440642857142,3.95,0.33,0.46,1.758,64.0,55.142857142857146,5.517205854375967,3.7665000000000006,69.0
79,0.0,0.0,1.0,1.0,0.13142857142857142,0.1556028434764583,0.0,0.0,1.0,1.0,0.165,0.1889223826513594,8.657470644430951,7.889,-0.3999999999999986,1.3201789,-0.30298923880695156,0.0,0.0,1.0,1.0,23.102857142857143,11.752830314786447,2.220372705966582,primary,-3.9908442857142856,0.42,0.19,0.33,10.198,59.0,54.857142857142854,5.080307452263476,13.855,69.71428571428571
80,0.0,0.5504587155963303,1.0,1.366666666666667,0.35617647058823526,0.5131506756469828,0.1834862385321101,0.1834862385321101,1.0866666666666667,1.18,0.5390909090909091,0.721320465505977,8.761865717137857,5.221500000000001,0.1999999999999993,1.3000027115650001,0.15384583295155635,0.0,0.0,1.0,1.0,9.436176470588235,13.226432396052067,9.540496372903611,primary,0.7269235647058824,31.27,1.6300000000000001,0.91,19.412,50.0,18.058823529411764,17.534280150384184,4.78525,75.0
81,0.0,0.0,1.0,1.0,0.100625,0.12618036445897593,0.0,0.0,1.0,1.0,0.13133333333333336,0.17383772765299124,11.207845053800487,10.338750000000001,0.1999999999999993,1.3864618,0.14425208108871035,0.0,0.0,1.0,1.0,15.534999999999998,16.764923529127714,2.914376210579728,trunk,0.17919980624999998,39.94,0.29,0.26,25.311,51.0,46.9375,2.694902595642373,17.89375,73.0
82,0.0,0.0,1.0,1.0,0.22272727272727275,0.2278791908442601,0.0,0.0,1.0,1.0,0.23899999999999996,0.2863581673359431,11.28095809189425,9.80990909090909,0.09999999999999787,1.5113722,0.0661650386317797,0.0,0.0,1.0,1.0,13.986363636363636,14.618444818981937,4.18611106766528,trunk,0.402206190909091,27.54,0.51,0.26,21.869,57.0,46.72727272727273,9.634219315449583,14.916,73.0
83,0.0,0.25316455696202533,1.0,1.02,0.22371428571428573,0.3091626611031936,0.0,0.0,1.0,1.0,0.34852941176470587,0.46815261241619777,7.854441675113203,5.434685714285714,0.1999999999999993,1.3550521059799996,0.1475958002776251,0.0,0.0,1.0,1.0,9.634857142857145,9.466223866236964,4.4316374326953945,trunk,0.3513508342857143,29.0,1.23,0.57,13.798,36.0,19.228571428571428,11.337303638057532,7.291,71.37142857142857
84,0.0,0.0,1.0,1.0,0.12833333333333333,0.1954197760946647,0.0,0.0,1.0,1.0,0.17636363636363636,0.2404472416831972,7.380127883471187,7.006916666666668,0.10000000000000142,1.3194482,0.07578925796404998,0.0,0.0,1.0,1.0,17.58,18.650797942417608,4.4845329204449635,trunk,0.5270335833333334,60.52,0.30000000000000004,0.58,17.635,61.0,51.0,6.2667956144051224,12.65675,70.41666666666667
85,0.0,0.24242424242424243,1.0,1.105,0.250625,0.3775822551113863,0.0,0.0,1.0,1.0,0.3509523809523809,0.5320951235057072,5.146628722003214,4.19415625,0.6000000000000014,1.316148642968,0.4558755602611592,0.0,0.0,1.0,1.0,9.9525,10.95708717120311,5.830212651624119,primary,0.15596971718750002,40.98,1.3900000000000001,0.74,17.500999999999998,43.0,10.875,14.128098761092188,0.5682499999999999,64.625
86,0.0,0.0,1.0,1.0,0.365625,0.4249738043397499,0.0,0.0,1.0,1.0,0.5519999999999999,0.6272040249303961,22.549528983439988,18.090500000000002,0.1999999999999993,1.3612582,0.14692289824222862,0.0,0.0,1.0,1.0,28.10625,33.63939348070949,21.098762987318317,primary,0.46773226874999996,83.4,0.9,0.75,43.86,65.0,43.6875,8.844725358464595,28.385,63.5
87,0.0,0.0,1.0,1.0,0.2835,0.3361231173245898,0.0,0.0,1.0,1.0,0.37157894736842106,0.44647464898733685,12.934064627563913,10.5709,0.10000000000000142,1.4396155399999997,0.06946299009803787,0.0,0.0,1.0,1.0,14.443000000000001,19.24665267000992,8.593142495023868,primary,0.5013064,59.83,1.18,0.77,26.939,55.0,35.15,16.58875649665348,19.302249999999997,59.7
88,0.0,0.0,1.0,1.0,0.2662962962962963,0.3811904679284441,0.0,0.0,1.0,1.0,0.3742307692307692,0.46804784689414874,8.724207380759388,6.253296296296297,0.10000000000000142,1.3729148191800002,0.07283773079216112,0.0,0.0,1.0,1.0,11.007777777777779,14.381463206176807,6.731212888838476,primary,-0.6466733677777776,31.31,0.88,0.77,30.799,50.0,25.11111111111111,18.35616294187644,6.8870000000000005,59.0
